customerID,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Cliente,Servico_Celular,Linhas_Adicionais,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,TV_Streaming,Filmes_Streaming,Contrato,Faturamento_Sem_Papel,Metodo_de_Pagamento,Faturamento_Mensal,Faturamento_Total,Contas_Diarias,Churn_Num
8143-ETQTI,Não,Feminino,Não,Sim,Sim,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Cheque Enviado,19.65,451.55,0.6549999999999999,0
8144-DGHXP,Não,Feminino,Não,Não,Não,54,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,2 Anos,Não,Cheque Eletrônico,80.6,4299.95,2.6866666666666665,0
8146-QQKZH,Não,Feminino,Não,Sim,Não,71,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),81.85,5924.4,2.728333333333333,0
8148-BPLZQ,Não,Masculino,Não,Não,Não,34,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,49.8,1734.2,1.66,0
8148-NLEGT,Não,Feminino,Não,Sim,Sim,42,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Eletrônico,22.95,1014.25,0.765,0
8148-WOCMK,Não,Masculino,Não,Sim,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),19.6,125,0.6533333333333334,0
8149-AIQCG,Não,Masculino,Não,Não,Não,39,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),73.15,2730.85,2.4383333333333335,0
8149-RSOUN,Sim,Feminino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,93.85,93.85,3.128333333333333,1
8150-QUDFX,Não,Masculino,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.85,51.6,0.6616666666666667,0
8152-UOBNY,Não,Feminino,Sim,Não,Não,50,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,1 Ano,Sim,Cheque Eletrônico,106.8,5347.95,3.56,0
8152-VETUR,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),97.7,6869.7,3.256666666666667,0
8155-IBNHG,Sim,Feminino,Não,Sim,Não,24,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),75.4,1747.85,2.5133333333333336,1
8158-WPEZG,Não,Masculino,Não,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque Eletrônico,35.65,425.1,1.1883333333333332,0
8160-HOWOX,Não,Feminino,Não,Não,Não,7,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,66.85,458.1,2.228333333333333,0
8161-QYMTT,Não,Masculino,Não,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,94.1,701.3,3.1366666666666663,0
8164-OCKUJ,Não,Feminino,Não,Sim,Sim,59,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,20.6,1286,0.6866666666666668,0
8165-CBKXO,Não,Masculino,Não,Sim,Sim,66,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),56.75,3708.4,1.8916666666666666,0
8165-ZJRNM,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),23.75,1679.25,0.7916666666666666,0
8166-ORCHU,Não,Masculino,Sim,Sim,Não,33,Sim,Não,Fibra Óptica,Sim,Sim,Não,Sim,Não,Sim,1 Ano,Sim,Cheque Eletrônico,93.55,3055.5,3.118333333333333,0
8166-ZZTFS,Sim,Feminino,Sim,Sim,Não,66,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),80.55,5265.1,2.685,1
8167-GJLRN,Não,Masculino,Não,Não,Não,3,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque Eletrônico,30.4,82.15,1.0133333333333332,0
8168-UQWWF,Sim,Feminino,Não,Não,Não,11,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Transferência Bancária (Automática),97.85,1105.4,3.2616666666666663,1
8169-SAEJD,Não,Masculino,Sim,Sim,Não,69,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),56.55,3952.65,1.885,0
8173-RXAYP,Não,Feminino,Não,Sim,Sim,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,19.7,452.55,0.6566666666666666,0
8174-LNWMW,Não,Feminino,Não,Não,Não,31,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),20.9,689.35,0.6966666666666667,0
8174-TBVCF,Não,Feminino,Não,Sim,Não,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),94.8,6859.05,3.1599999999999997,0
8178-EYZUO,Sim,Masculino,Não,Não,Não,46,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,93.7,4154.8,3.1233333333333335,1
8180-AKMJV,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),44.55,44.55,1.4849999999999999,0
8181-YHCMF,Não,Feminino,Não,Sim,Sim,68,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),60.3,4109,2.01,0
8182-BJDSI,Sim,Feminino,Não,Não,Não,28,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,89.95,2625.55,2.9983333333333335,1
8182-PNAGI,Sim,Masculino,Não,Não,Não,12,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Transferência Bancária (Automática),50.25,593.75,1.675,1
8183-ONMXC,Sim,Feminino,Não,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque Eletrônico,80.75,159.45,2.691666666666667,1
8184-WMOFI,Não,Masculino,Não,Sim,Sim,62,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,1 Ano,Não,Cartão de Crédito (Automático),71.4,4487.3,2.3800000000000003,0
8185-UPYBR,Sim,Masculino,Não,Sim,Não,6,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,75.5,438,2.5166666666666666,1
8189-DUKMV,Não,Feminino,Não,Sim,Não,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Transferência Bancária (Automática),20.5,79.05,0.6833333333333333,0
8189-HBVRW,Não,Feminino,Não,Não,Não,53,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque Eletrônico,90.8,4921.2,3.0266666666666664,0
8189-XRIKE,Não,Feminino,Sim,Não,Não,32,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque Eletrônico,90.95,2897.95,3.0316666666666667,0
8190-ZTQFB,Não,Masculino,Não,Não,Não,41,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,1 Ano,Sim,Cheque Eletrônico,51.35,2075.1,1.7116666666666667,0
8191-XWSZG,Não,Feminino,Não,Não,Não,52,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,20.65,1022.95,0.6883333333333332,0
8194-PEEBY,Não,Feminino,Não,Sim,Sim,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,19.9,533.5,0.6633333333333333,0
8197-BFWVU,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),93.25,6688.95,3.1083333333333334,0
8198-RKSZG,Não,Feminino,Não,Sim,Sim,14,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Cartão de Crédito (Automático),80.45,1137.05,2.6816666666666666,0
8199-ZLLSA,Sim,Masculino,Não,Não,Não,67,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),118.35,7804.15,3.945,1
8200-KLNYW,Não,Feminino,Não,Sim,Não,21,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,1 Ano,Não,Cheque Enviado,80.9,1714.95,2.6966666666666668,0
8200-LGKSR,Não,Masculino,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,2 Anos,Não,Cheque Eletrônico,83.2,6126.1,2.7733333333333334,0
8201-AAXCB,Não,Masculino,Não,Sim,Sim,25,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque Eletrônico,60.35,1404.65,2.0116666666666667,0
8203-XJZRC,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,20.25,20.25,0.675,0
8204-TIFGJ,Não,Feminino,Não,Não,Não,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Transferência Bancária (Automática),20.3,470.6,0.6766666666666666,0
8204-YJCLA,Não,Masculino,Sim,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),64.8,4732.35,2.1599999999999997,0
8205-MQUGY,Não,Masculino,Não,Sim,Sim,12,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,49.2,571.15,1.6400000000000001,0
8205-OTCHB,Sim,Masculino,Não,Não,Não,22,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Sim,1 Ano,Sim,Transferência Bancária (Automática),43.75,903.6,1.4583333333333333,1
8205-VSLRB,Não,Masculino,Não,Sim,Não,70,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,2 Anos,Não,Cartão de Crédito (Automático),77.3,5498.2,2.5766666666666667,0
8207-DMRVL,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),114.55,8306.05,3.8183333333333334,0
8207-VVMYB,Não,Feminino,Não,Sim,Não,70,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Transferência Bancária (Automática),26.0,2006.95,0.8666666666666667,0
8208-EUMTE,Não,Masculino,Não,Não,Não,16,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,2 Anos,Não,Cheque Enviado,54.85,916.15,1.8283333333333334,0
8212-CRQXP,Não,Feminino,Não,Sim,Não,22,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de Crédito (Automático),80.0,1706.45,2.6666666666666665,0
8212-DJRCH,Não,Masculino,Não,Sim,Sim,5,Sim,Não,Fibra Óptica,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque Enviado,90.35,434.5,3.0116666666666663,0
8213-TAZPM,Não,Feminino,Não,Sim,Sim,69,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),108.75,7493.05,3.625,0
8215-NGSPE,Não,Feminino,Não,Sim,Sim,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,20.0,833.55,0.6666666666666666,0
8216-AZUUZ,Não,Feminino,Não,Sim,Sim,42,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,2 Anos,Sim,Cheque Eletrônico,100.4,4303.65,3.3466666666666667,0
8217-QYOHV,Não,Masculino,Não,Não,Não,5,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque Enviado,55.75,266.95,1.8583333333333334,0
8218-FFJDS,Não,Feminino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),86.4,6058.95,2.8800000000000003,0
8219-VYBVI,Não,Masculino,Não,Não,Sim,39,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,25.0,1004.35,0.8333333333333334,0
8220-OCUFY,Não,Feminino,Não,Não,Não,21,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,1 Ano,Sim,Cheque Eletrônico,60.25,1258.35,2.0083333333333333,0
8221-EQDGL,Não,Masculino,Não,Sim,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque Enviado,61.0,2130.45,2.033333333333333,0
8221-HVAYI,Não,Masculino,Não,Sim,Sim,35,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,2 Anos,Sim,Cartão de Crédito (Automático),69.15,2490.15,2.305,0
8224-DWCKX,Não,Masculino,Sim,Não,Não,12,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),73.3,828.05,2.4433333333333334,0
8224-IVVPA,Não,Feminino,Não,Não,Não,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque Enviado,56.7,1652.95,1.8900000000000001,0
8224-KDLKN,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),25.0,1738.9,0.8333333333333334,0
8224-UAXBZ,Não,Feminino,Não,Sim,Não,58,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Sim,Não,1 Ano,Sim,Cheque Eletrônico,45.35,2540.1,1.5116666666666667,0
8225-BTJAU,Sim,Masculino,Sim,Não,Não,10,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,79.25,793.55,2.6416666666666666,1
8226-BXGES,Não,Masculino,Não,Sim,Não,64,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,1 Ano,Não,Transferência Bancária (Automática),89.45,5692.65,2.981666666666667,0
8229-BUJHX,Não,Feminino,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),20.5,1500.95,0.6833333333333333,0
8229-MYEJZ,Não,Feminino,Não,Não,Não,10,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,51.2,498.25,1.7066666666666668,0
8229-TNIQA,Sim,Feminino,Não,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Enviado,45.3,196.95,1.51,1
8231-BSWXX,Não,Masculino,Não,Não,Não,71,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,1 Ano,Sim,Cartão de Crédito (Automático),79.05,5552.5,2.635,0
8232-CTLKO,Não,Feminino,Não,Sim,Sim,66,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Não,2 Anos,Sim,Cheque Eletrônico,59.75,3996.8,1.9916666666666667,0
8232-UTFOZ,Não,Masculino,Não,Não,Não,69,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),19.95,1399.35,0.6649999999999999,0
8234-GSZYK,Não,Masculino,Não,Não,Não,43,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),26.45,1110.05,0.8816666666666666,0
8237-ULIXL,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),24.85,1871.85,0.8283333333333334,0
8241-JUIQO,Não,Feminino,Não,Não,Não,61,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Transferência Bancária (Automática),19.45,1336.35,0.6483333333333333,0
8242-JSVBO,Não,Masculino,Não,Não,Não,7,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),44.65,322.5,1.4883333333333333,0
8242-PDSGJ,Não,Masculino,Não,Sim,Não,70,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Não,2 Anos,Sim,Cartão de Crédito (Automático),39.15,2692.75,1.305,0
8242-SOQUO,Não,Feminino,Sim,Não,Não,5,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,84.7,392.5,2.8233333333333333,0
8245-UMPYT,Sim,Feminino,Sim,Não,Não,16,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,96.4,1581.2,3.2133333333333334,1
8246-SHFGA,Não,Masculino,Não,Não,Não,17,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de Crédito (Automático),21.1,385.55,0.7033333333333334,0
8249-THVEC,Não,Masculino,Não,Sim,Sim,51,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,19.4,997.75,0.6466666666666666,0
8250-ZNGGW,Não,Feminino,Sim,Não,Não,5,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Cartão de Crédito (Automático),59.9,287.85,1.9966666666666666,0
8257-RZAHR,Sim,Feminino,Não,Sim,Não,14,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Transferência Bancária (Automática),64.7,941,2.1566666666666667,1
8258-GSTJK,Sim,Masculino,Sim,Não,Não,3,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,77.0,237.75,2.566666666666667,1
8259-DZLIZ,Não,Feminino,Não,Sim,Sim,64,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,1 Ano,Sim,Transferência Bancária (Automática),53.85,3399.85,1.7950000000000002,0
8259-NFJTV,Não,Feminino,Não,Sim,Sim,7,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Cheque Enviado,34.65,246.6,1.155,0
8260-NGFNY,Sim,Feminino,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Enviado,25.2,25.2,0.84,1
8261-GWDBQ,Não,Feminino,Sim,Sim,Não,60,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),116.05,6925.9,3.868333333333333,0
8262-COGGB,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,20.45,20.45,0.6816666666666666,0
8263-JQAIK,Sim,Masculino,Sim,Não,Não,2,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Enviado,24.45,47.5,0.815,1
8263-OKETD,Não,Feminino,Não,Não,Não,20,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cartão de Crédito (Automático),68.9,1370.35,2.296666666666667,0
8263-QMNTJ,Não,Masculino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cheque Eletrônico,115.55,8425.3,3.8516666666666666,0
8265-HKSOW,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,2 Anos,Não,Cartão de Crédito (Automático),107.45,7658.3,3.5816666666666666,0
8266-VBFQL,Não,Masculino,Não,Não,Não,4,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cheque Eletrônico,90.4,356.65,3.0133333333333336,0
8267-KFGYD,Não,Masculino,Não,Não,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,21.05,21.05,0.7016666666666667,0
8267-ZNYVZ,Sim,Feminino,Não,Sim,Não,33,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,1 Ano,Sim,Cheque Eletrônico,103.75,3361.05,3.4583333333333335,1
8268-YDIXR,Não,Masculino,Não,Sim,Não,56,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,1 Ano,Sim,Cheque Eletrônico,93.15,5253.95,3.105,0
8270-RKSAP,Não,Masculino,Não,Não,Não,9,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,70.5,597.9,2.35,0
8272-ONJLV,Não,Masculino,Não,Não,Não,12,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,1 Ano,Não,Cheque Eletrônico,95.7,1184,3.19,0
8276-MQBYC,Sim,Masculino,Sim,Não,Não,51,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,97.8,4913.3,3.26,1
8277-RVRSV,Não,Feminino,Não,Sim,Sim,33,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cartão de Crédito (Automático),24.15,800.3,0.8049999999999999,0
8280-MQRQN,Sim,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque Enviado,50.45,50.45,1.6816666666666669,1
8285-ABVLB,Não,Feminino,Não,Sim,Não,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),19.85,1328.35,0.6616666666666667,0
8286-AFUYI,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,47.95,47.95,1.5983333333333334,0
8290-YWKHZ,Sim,Feminino,Sim,Sim,Não,32,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,93.2,2931,3.106666666666667,1
8292-FRFZQ,Não,Feminino,Não,Não,Não,39,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,1 Ano,Não,Transferência Bancária (Automática),41.15,1700.9,1.3716666666666666,0
8292-ITGYJ,Não,Feminino,Não,Sim,Sim,45,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Transferência Bancária (Automática),24.65,1138.8,0.8216666666666667,0
8292-TYSPY,Sim,Masculino,Não,Não,Não,19,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),55.0,1046.5,1.8333333333333333,1
8294-UIMBA,Não,Feminino,Não,Não,Não,30,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),94.4,2638.1,3.146666666666667,0
8295-FHIVV,Não,Masculino,Não,Não,Não,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,19.4,168.65,0.6466666666666666,0
8295-KMENE,Não,Feminino,Não,Sim,Sim,59,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,2 Anos,Sim,Cheque Enviado,76.45,4519.5,2.5483333333333333,0
8305-VHZBZ,Sim,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,20.2,20.2,0.6733333333333333,1
8309-IEYJD,Não,Feminino,Sim,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Enviado,70.6,70.6,2.353333333333333,0
8309-PPCED,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),110.45,7982.5,3.6816666666666666,0
8311-UEUAB,Não,Feminino,Não,Sim,Sim,67,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,2 Anos,Sim,Cheque Eletrônico,75.5,5229.45,2.5166666666666666,0
8313-AFGBW,Não,Masculino,Não,Sim,Não,47,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,2 Anos,Não,Cheque Eletrônico,73.6,3522.65,2.453333333333333,0
